number,url,title,created,updated,author,labels,area,kind,verdict,relevant_to_main,severity,human_attention,duplicate_of,cluster,evidence,notes
11379,https://github.com/cline/cline/issues/11379,"CLI v3.0.21 SAP AI Core provider reads credentials from wrong key namespace — ""missing required configuration: sap.clientId, sap.tokenUrl",2026-06-09,2026-06-09,wenhuiyu0218,VS Code,sdk-core,bug,already-fixed,no,high,no,,sap-ai-core,"The error text comes from `buildSapServiceKey` in `sdk/packages/llms/src/providers/vendors/community.ts:253-255`, which reads `options.clientId/clientSecret/tokenUrl`. The CLI writes those under `settings.sap` (see `apps/cli/src/tui/utils/provider-config-values.ts:47` and `apps/cli/src/utils/provider-readiness.ts:46`), and that block was simply never forwarded into gateway options. Commit b56ce72fc (""fix(core): forward SAP provider options to gateway"", #11756, 2026-06-23) added exactly `if (config.providerId === ""sapaicore"") { Object.assign(options, config.sap); }` at `sdk/packages/core/src/services/llms/handler-factory.ts:78`.","Fixed by b56ce72fc (#11756); the companion VS Code wiring is 8da5ffa87 (#11745, adds `apps/vscode/src/sdk/sap-config.ts`). Closeable with a request to retry on CLI >= 3.0.30."
11380,https://github.com/cline/cline/issues/11380,"Even after enabling prompts, no system messages will pop up when completing tasks in plan mode",2026-06-09,2026-06-09,NGC13009,VS Code,vscode-new,bug,confirmed-by-code,yes,medium,yes,,,"`enableNotifications` is a dead setting on main: it is declared in `apps/vscode/src/shared/AutoApprovalSettings.ts:25` and read/written by the settings plumbing (`updateAutoApprovalSettings.ts`, `updateTaskSettings.ts`, `newTask.ts`) and the webview toggle (`webview-ui/src/hooks/useAutoApproveActions.ts`), but nothing consumes it to emit a notification. There is no `showSystemNotification` anywhere in the repo, no `node-notifier` dependency, and no `new Notification(...)` in the webview; the only `notification` concept left is the user-authored hook payload (`NotificationData` in `apps/vscode/src/core/hooks/hook-factory.ts:125`).","Worse on main than reported: the reporter says act mode notifies and plan mode doesn't, but on the SDK extension neither does — the toggle has no consumer at all. Either wire the emitter (including a plan-mode completion trigger) or remove the dead toggle."
11391,https://github.com/cline/cline/issues/11391,[Windows specific] Cline: Cline is getting stuck for fraction of seconds whenever user tries to delete recent history,2026-06-09,2026-06-10,RajatNagoria,QA|VS Code|JetBrains,vscode-new,bug,repro-candidate,yes,low,yes,,,"The deletion path on main is serial and re-lists everything per item: `apps/vscode/src/core/controller/task/deleteTasksWithIds.ts:35` loops `await deleteTaskWithId(controller, id)`, and each iteration does `await controller.deleteTaskFromState(id)` followed by a full `await controller.postStateToWebview()`. `deleteTaskFromState` in `apps/vscode/src/sdk/sdk-task-history.ts:557` deletes the session and then re-runs `listHistory()`, which hydrates every remaining record and calls `getCachedTaskSize` (per-item disk stat). That is a plausible source of the observed sub-second UI stall, and it is worse on Windows where per-file stat is more expensive.","QA-filed; maxpaulus43 could not reproduce on nightly but the reporter re-confirmed on both VS Code and JetBrains on Windows. History size is the likely missing variable. Fix direction: delete all ids first, then post state once, and avoid re-hydrating sizes on every delete."
11394,https://github.com/cline/cline/issues/11394,"DS4 says ""The `execute_command` tool launches non-interactive `/bin/zsh` that doesn't source `.zshrc` ...""",2026-06-09,2026-06-09,DXXS,VS Code,sdk-core,bug,confirmed-by-code,yes,medium,yes,,,"`getShellArgs` in `sdk/packages/shared/src/parse/shell.ts:52` returns `[""-c"", command]` for every posix shell — no `-l` and no `-i` — and `spawnAndCollect` in `sdk/packages/core/src/extensions/tools/executors/bash.ts:136` spawns with `env: { ...process.env, ...config.env }`. zsh only sources `.zshrc` for interactive shells, so pyenv shims installed by `.zshrc` are never on PATH. This is now the default path in the extension too: `vscodeTerminalExecutionMode` defaults to `backgroundExec` (`apps/vscode/src/shared/storage/state-keys.ts:78`), which routes `execute_command` through this executor rather than a VS Code terminal.","Needs a product decision, not just a patch: sourcing rc files makes agent commands match the user's interactive terminal (pyenv/nvm/asdf shims) but costs startup time and adds nondeterminism. Owner is @cline/shared (`getShellArgs`) plus the `shell` option in `sdk/packages/core/src/extensions/tools/types.ts:304`."
11402,https://github.com/cline/cline/issues/11402,"Cline ignores documented .clinerules CLI-safety rules on Windows PowerShell, causing terminal stalls that need a window reload",2026-06-10,2026-06-10,asl202,VS Code,vscode-new,feature-request,feature-request,unsure,low,no,,terminal-skipped-hang,"The blamed root cause — dependence on VS Code shell-integration completion markers — is no longer the default path on main. `vscodeTerminalExecutionMode` defaults to `backgroundExec` (`apps/vscode/src/shared/storage/state-keys.ts:78`, set by commit 12703bf40 / #11972), which uses `spawnAndCollect` in `sdk/packages/core/src/extensions/tools/executors/bash.ts` with piped stdio and a 30s default timeout that kills the whole process tree (`definitions.ts:460`, `bashTimeoutMs ?? 30000`). Indefinite hangs are therefore not possible in the default mode; only `vscodeTerminal` mode still uses the 1-hour `VSCODE_FOREGROUND_RUN_COMMANDS_TIMEOUT_MS` (`apps/vscode/src/sdk/vscode-run-commands-tool.ts:47`). No pre-flight command validator/rewriter exists on main.","Two things bundled: (a) the PowerShell stall, addressed by the backgroundExec default + timeout in 12703bf40 (#11972); (b) a request for a validator that rewrites known-unsafe command forms against the user's own .clinerules, which is speculative and derived from one project's private ruleset. Closeable with an explanation of (a) and a pointer to hooks for (b)."
11404,https://github.com/cline/cline/issues/11404,"Zed restart triggers ACP error -32601 ""Method not found"": session/load when reloading Cline",2026-06-10,2026-06-10,TAYUN,CLI,cli,bug,confirmed-by-code,yes,medium,yes,,acp-provider-gating,"`AcpAgent.initialize` advertises `agentCapabilities: { loadSession: true }` at `apps/cli/src/acp/acpAgent.ts:94`, but the class implements only `initialize`, `newSession`, `prompt`, `cancel`, `setSessionMode`, `unstable_setSessionModel`, `setSessionConfigOption`, `authenticate` and `shutdown` — there is no `loadSession` method. `loadSession` is optional on the protocol's `Agent` interface (`@agentclientprotocol/sdk@0.16.1` `dist/acp.d.ts:699`, `loadSession?(params)`), so the unimplemented method falls through to -32601 exactly as the Zed logs show.","Two valid fixes: implement `loadSession` (rehydrating from the CLI session store, which already supports resume) or stop advertising `loadSession: true` in the capability block. Not Windows-specific despite the report — the capability mismatch is unconditional."
11406,https://github.com/cline/cline/issues/11406,Provider request: add AIML API preset,2026-06-10,2026-06-12,D1m7asis,,sdk-llms,feature-request,feature-request,yes,low,yes,,,"No `aimlapi` id exists in `sdk/packages/llms/src/providers/ids.ts` or in `BUILTIN_SPECS` in `sdk/packages/llms/src/providers/builtins.ts`. The reporter's proposed scope is accurate against main: it mirrors the existing `aihubmix` preset at `sdk/packages/llms/src/providers/builtins.ts:737` (id, `apiKeyEnv`, `modelsProviderId`, `defaults.baseUrl`) plus a `sdk/packages/llms/src/providers/provider-keys.ts` catalog mapping, with no new handler needed because the OpenAI-compatible family already covers `Authorization: Bearer`.",Contributor did the code survey and is waiting on a go/no-go before opening a small PR. Same policy question as #11374 — worth answering both at once.
11415,https://github.com/cline/cline/issues/11415,@cline/agents usage fails during browser build,2026-06-10,2026-06-10,michaelhabibi,VS Code,sdk-agents,bug,confirmed-by-code,yes,high,yes,,,"Still broken on main. `sdk/packages/agents/src/agent-runtime.ts:1` imports `createGateway` from `@cline/llms` and calls it at `:114`, and `sdk/packages/agents/bun.mts` externalizes `@cline/llms` (`const external = [""@cline/llms"", ""nanoid""]`). But `createGateway` is exported only from the node entry — `sdk/packages/llms/src/index.ts:94` (`export { createGateway, DefaultGateway } from ""./providers/gateway""`) — and `sdk/packages/llms/src/index.browser.ts` has zero gateway exports. Since `@cline/llms` resolves to `./dist/index.browser.js` under the `browser` condition (`sdk/packages/llms/package.json` exports map), a Vite browser build gets `createGateway === undefined`, exactly as reported.","Reported against 0.0.42; agents/llms are now 0.0.65 and the export gap is unchanged. `@cline/agents` self-describes as a 'Browser-safe agent runtime' with a `browser` export condition, so this is a real contract violation. Fix is either to re-export a browser-safe `createGateway` from `index.browser.ts` or to load it lazily behind the prebuilt-model path in `resolveRuntimeConfig`."
11417,https://github.com/cline/cline/issues/11417,"Cline: No endpoints found that support tool use. Try disabling ""skills"". error is shown trying to search using open router",2026-06-10,2026-06-10,RajatNagoria,QA|VS Code|JetBrains,vscode-new,bug,repro-candidate,yes,low,yes,,,"The message is passed through verbatim from OpenRouter — grep for ""No endpoints found"" and ""support tool use"" returns nothing in /workspace. The actionable gap is on our side: `supportsTools` is declared in `apps/vscode/src/shared/api.ts:105` and never read anywhere in the repo, and `apps/vscode/src/core/controller/models/refreshOpenRouterModels.ts` only inspects `supported_parameters` for reasoning (`include_reasoning`/`reasoning`), never for `tools`. So Cline offers tool-incapable OpenRouter models (`openrouter/bodybuilder` in the report) and lets the provider 404 reach the user.","QA-filed against both VS Code and JetBrains. Provider-side cause, Cline-side gap: wire `supportsTools` (populate it in refreshOpenRouterModels from `supported_parameters`) and gate the model list or the error message on it."
11439,https://github.com/cline/cline/issues/11439,replace_in_file says SEARCH block does not match when displayed text exists as a partial-line match,2026-06-10,2026-06-10,martindye,,vscode-new,bug,legacy-only,no,low,no,,legacy-replace-in-file,"The tool being described does not exist on main. There is no `replace_in_file` in the SDK tool definitions — `sdk/packages/core/src/extensions/tools/definitions.ts:664` registers `editor`, whose `replaceInFile` (`sdk/packages/core/src/extensions/tools/executors/editor.ts:170`) does plain substring matching via `countOccurrences` + `content.replace`, with no SEARCH/REPLACE blocks and no newline-terminated line spans. A partial-line match therefore succeeds on main, and the error text differs (`No replacement performed: text not found in <path>.` at `editor.ts:184`); the reported string ""does not match anything in the file"" appears nowhere in the repo. The `replace_in_file` names left in `apps/vscode/src/sdk/message-translator.ts` and `sdk-tool-policies.ts` are legacy-name mappings for rendering historical messages.",Filed against 3.89.0. The exact-span line-boundary semantics that produced the misleading message were replaced by substring `old_str`/`new_str` editing at the SDK cutover.
11446,https://github.com/cline/cline/issues/11446,Plan/Act separate OpenAI Compatible base URLs are coupled in v3.89.0,2026-06-11,2026-06-11,ikairz,VS Code,vscode-new,bug,confirmed-by-code,yes,medium,yes,,,"Structurally still coupled on main. `openAiBaseUrl` is a single non-mode-scoped state key (`apps/vscode/src/shared/storage/state-keys.ts:120`), while the OpenAI-compatible model selection IS mode-scoped (`planModeOpenAiModelId` :163 / `actModeOpenAiModelId` :209). `resolveBaseUrl` in `apps/vscode/src/sdk/cline-session-factory.ts:607` maps `openai -> ""openAiBaseUrl""` with no mode argument, so plan and act necessarily resolve the same URL. The same holds for every other provider in that map (anthropic, ollama, gemini, litellm, ...).",Not a save/overwrite race — there is simply no per-mode base URL key. Fixing it means adding `planModeOpenAiBaseUrl`/`actModeOpenAiBaseUrl` (and deciding whether to do the same for the other providers in `resolveBaseUrl`) plus a migration.
